"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q4",-16.3374948455801,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q1",-0.576572109785719,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q2",-6.43540168732833,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q3",-5.61053556808556,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q4",-3.38298358120285,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q1",-3.50257142559287,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q2",-0.179417603196874,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q3",0.269463322589649,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q4",2.21651810536464,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q1",-0.705341285845194,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q2",-0.283038222708581,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q3",4.11153542222833,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q4",-3.65902289262549,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q1",2.36833692794215,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q2",-0.304747109447832,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q3",-7.12700125511549,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q4",6.79274474782753,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q1",-3.50256243194648,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q2",-1.16364612061749,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q3",1.4180150700678,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q4",2.5910966820025,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q1",-0.599352670310245,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q2",2.00173910766517,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q3",4.04498744375289,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q4",-3.36606012250706,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q1",5.11781492655676,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q2",1.46773907716719,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q3",-0.196246849653139,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q4",2.94474549169463,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q1",3.43156473545729,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q2",3.98665760530007,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q3",-2.10157699065864,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q4",-2.12658349527525,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q1",-8.33928313052122,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q2",-42.5750619534262,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q3",21.5442763804492,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q4",17.0079989092892,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q1",14.4390315537842,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q2",5.97158559597997,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q3",13.5945173173509,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q4",2.3203173587101,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q1",9.23562921397437,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q2",4.51494726825944,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q3",1.78509585880851,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q4",5.57683529261537,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q1",0.507881904035466,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q2",1.49453464064238,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q3",1.00466592704821,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2023-Q4",1.78776757789854,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q1",1.97906528874226,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q2",2.22420573300365,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q3",2.49201752967795,
"GRC","REALGDPFORECAST","TOT","AGRWTH","Q","2024-Q4",2.2704488576066,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q1",-2.44955494207968,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q2",1.96483529930966,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q3",4.8448972071554,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q4",7.28967372806105,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q1",10.3283441031756,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q2",9.56463947759445,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q3",9.78423392474495,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q4",9.91701174694548,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q1",10.1833789394012,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q2",10.6540273808035,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q3",10.9771659495701,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q4",10.8768943661319,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q1",11.0353897781794,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q2",9.04631231504152,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q3",7.8247315126144,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q4",6.96848514097133,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q1",5.52627971382641,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q2",7.46504784959132,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q3",8.55084596009863,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q4",9.48291321377823,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q1",12.3180670261915,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q2",8.2575179553485,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q3",5.67411630401427,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q4",2.17723614637323,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q1",-2.51325812786865,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q2",-4.69635583454032,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q3",-6.69927819693329,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q4",-7.18623098694715,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q1",-8.39391861797841,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q2",-3.98566818473951,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q3",-1.30579831625409,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q4",1.11685451989586,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q1",3.94664705449216,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q2",3.79628523240358,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q3",4.50029327540204,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q4",5.48324917284721,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q1",9.8365786937119,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q2",5.56989454258694,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q3",10.3617242124229,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q4",13.4439024646947,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q1",18.5718345387412,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q2",13.1624449298332,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q3",10.7753863031448,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q4",7.94883551990054,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q1",3.8189297578313,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q2",4.19969518295629,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q3",4.16396782271179,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q4",5.28980900617683,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q1",7.39316495436352,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q2",8.40591883808387,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q3",8.83231995627752,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q4",7.95368484490292,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q1",7.11662021567587,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q2",3.60123035693677,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q3",1.47522213848444,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q4",0.179411033123088,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q1",-2.14862463005962,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q2",0.882013528396258,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q3",2.52110014103208,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q4",4.44743772445457,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q1",6.82937585417053,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q2",7.60137555828091,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q3",8.51009810794526,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q4",8.98684334363396,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q1",10.0427064621939,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q2",8.75732365243239,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q3",8.07555409060488,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q4",7.07512867249296,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q1",5.71833032753373,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q2",4.92890638262348,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q3",4.31628247042474,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q4",4.25537404166432,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q1",4.20706584845789,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q2",5.41879730129423,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q3",6.03204964391694,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q4",6.2453528418169,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q1",6.59410889369814,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q2",5.32273291551124,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q3",4.65073437350907,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q4",4.22232627092712,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q1",3.98034181310417,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q2",4.27466452420537,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q3",4.25967500381449,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q4",3.72751031255875,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q1",3.437470004398,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q2",0.709196974840128,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q3",-1.17207758536281,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q4",-2.55751118878497,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q1",-5.3277035312996,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q2",-2.01486913682466,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q3",0.0344918486363863,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q4",2.60293474870023,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q1",6.77646177601641,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q2",5.90933274553595,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q3",5.67356585478267,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q4",4.43895509397046,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q1",1.98166439278012,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q2",2.04410790328961,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q3",2.27619615621354,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q4",3.80573562356097,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q1",6.06669680349654,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q2",8.81124684535758,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q3",10.512293240588,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q4",10.6982071117102,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q1",11.8850510877022,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q2",6.6817231454621,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q3",3.73549626228173,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q4",1.10398774878307,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q1",-2.63973591704853,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q2",-1.49147184415119,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q3",-1.32984981855881,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q4",-0.557426865403716,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q1",0.599618193345545,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q2",1.11283009310409,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q3",1.44460437634619,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q4",1.41450643564914,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q1",1.43507233065614,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q2",0.943796693567479,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q3",0.72636987770862,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q4",0.456152910146122,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q1",0.533084083859701,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q2",-0.832592756775766,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q3",-1.92076703076799,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q4",-3.04701147789879,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q1",-5.39971792120409,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q2",-3.87181108180242,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q3",-2.90437050177885,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q4",-0.987619749982832,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q1",1.93766256374623,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q2",3.72418756644416,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q3",5.09345100638213,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q4",5.16067677075739,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q1",5.41643892410224,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q2",2.22635003715506,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q3",0.497904536976306,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q4",-0.533828686165509,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q1",-5.15018646732582,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q2",9.89997382444927,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q3",-3.52660538325983,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q4",0.233499502147638,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q1",19.2519359081185,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q2",1.08546120067232,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q3",-6.75949681377828,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q4",9.23134649838738,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q1",17.7130131327889,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q2",2.66481715239682,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q3",-4.1254621843342,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q4",12.153548902002,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q1",-9.92302853350357,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q2",46.7672923556598,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q3",-1.36266916252933,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q4",13.7266665546479,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q1",-1.23498345181262,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q2",-8.74540113301431,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q3",2.99211215271879,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q4",18.5852835342377,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q1",-0.288475631673942,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q2",4.13567826565486,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q3",12.486615071616,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q4",-4.37814387025618,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q1",2.02626451262261,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q2",13.2207550385772,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q3",-9.40293652182179,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q4",25.8172955755617,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q1",-21.1432307835625,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q2",14.996026757007,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q3",-3.37077368028321,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q4",7.89194742209046,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q1",6.56886894270503,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q2",-11.125029948178,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q3",0.768264287602904,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q4",13.2696316477174,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q1",16.6353631840877,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q2",-3.62365275336107,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q3",20.7569689495231,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q4",4.69304353596159,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q1",-10.7470747769649,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q2",31.7879012217487,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q3",1.44694619991977,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q4",6.90671258131374,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q1",-2.02621638847752,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q2",18.9921971217546,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q3",0.169077653990306,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q4",3.83738019786533,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q1",5.66430508609303,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q2",26.8696248904793,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q3",-4.43799161542234,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q4",17.3699292624162,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q1",-11.6163664269962,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q2",17.7587068078824,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q3",-21.2745349599165,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q4",23.031964672789,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q1",-33.9217087894045,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q2",0.161773925402385,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q3",4.06795783041841,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q4",-0.536211441116635,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q1",-21.5626684992192,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q2",16.7885425581003,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q3",-8.27494393937268,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q4",16.2226884394652,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q1",-14.7657689235126,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q2",10.7456526557323,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q3",6.99825517333739,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q4",5.83185971018141,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q1",-11.6658389372607,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q2",5.03491440404053,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q3",2.81217402360032,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q4",5.92815109026503,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q1",3.46187791526672,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q2",5.86340507531933,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q3",0.0367799465795056,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q4",13.4341536604097,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q1",-9.95500598631438,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q2",-0.609239772402834,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q3",15.6338156286105,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q4",-2.06344314883866,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q1",-5.67261552734201,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q2",25.7747993159438,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q3",-1.11203867877768,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q4",3.84299484176503,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q1",-10.2115948990173,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q2",29.3130310377322,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q3",10.7235410886833,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q4",11.0090779270765,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q1",-14.4685254525647,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q2",12.7518001215731,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q3",3.04855263497087,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q4",10.4204226202544,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q1",-0.172070360940408,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q2",10.100904466952,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q3",-4.80916076922271,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q4",11.1168355203943,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q1",-2.45400314337328,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q2",1.70892210619705,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q3",-4.3176086934509,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q4",11.6239273689247,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q1",-22.0981319493631,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q2",-24.123060002396,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q3",13.1656436541564,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q4",12.0051803492565,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q1",-9.21116281944107,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q2",14.3899379202262,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q3",10.997218009497,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q4",14.8042815710155,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q1",-5.75932437931266,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q2",13.5185070780561,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q3",0.946236015446733,
"ISL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q4",9.02839540407724,
